Time,T,sensor,depth,flags
1972-12-12T06:35:51.000Z,265.19995,TC23,67,0
1972-12-12T06:35:51.000Z,266.69995,TC22,15,0
1972-12-12T06:36:48.000Z,263.69497,TG22B,234,0
1972-12-12T06:36:48.000Z,264.24497,TG22A,186,0
1972-12-12T06:43:05.000Z,267.69995,TC22,15,0
1972-12-12T06:43:05.000Z,265.69995,TC23,67,0
1972-12-12T06:44:02.000Z,263.45445,TG22B,234,0
1972-12-12T06:44:02.000Z,263.94545,TG22A,186,0
1972-12-12T06:50:19.000Z,266.89996,TC22,15,0
1972-12-12T06:50:19.000Z,265.69995,TC23,67,0
1972-12-12T06:51:20.000Z,263.72845,TG22A,186,0
1972-12-12T06:51:20.000Z,263.29145,TG22B,234,0
1972-12-12T06:57:37.000Z,266.59998,TC22,15,0
1972-12-12T06:57:37.000Z,266.29999,TC23,67,0
1972-12-12T06:58:35.000Z,263.47347,TG22A,186,0
1972-12-12T06:58:35.000Z,263.08647,TG22B,234,0
1972-12-12T07:04:51.000Z,265.59998,TC22,15,0
1972-12-12T07:04:51.000Z,264.69995,TC23,67,0
1972-12-12T07:05:49.000Z,262.84996,TG22B,234,0
1972-12-12T07:05:49.000Z,263.18996,TG22A,186,0
1972-12-12T07:12:06.000Z,266.89996,TC22,15,0
1972-12-12T07:12:06.000Z,262.19995,TC23,67,0
1972-12-12T07:13:03.000Z,262.93798,TG22A,186,0
1972-12-12T07:13:03.000Z,262.64198,TG22B,234,0
1972-12-12T07:19:20.000Z,266.09998,TC22,15,0
1972-12-12T07:19:20.000Z,264.29999,TC23,67,0
1972-12-12T07:20:17.000Z,262.48249,TG22B,234,0
1972-12-12T07:20:17.000Z,262.73749,TG22A,186,0
1972-12-12T07:26:34.000Z,263.89996,TC23,67,0
1972-12-12T07:26:34.000Z,265.59998,TC22,15,0
1972-12-12T07:27:31.000Z,262.31148,TG22B,234,0
1972-12-12T07:27:31.000Z,262.52848,TG22A,186,0
1972-12-12T07:33:48.000Z,262.29999,TC23,67,0
1972-12-12T07:33:48.000Z,264.5,TC22,15,0
1972-12-12T07:34:46.000Z,262.33099,TG22A,186,0
1972-12-12T07:34:46.000Z,262.14899,TG22B,234,0
1972-12-12T07:41:02.000Z,262.89996,TC23,67,0
1972-12-12T07:41:02.000Z,264.09998,TC22,15,0
1972-12-12T07:42:00.000Z,262.23497,TG22A,186,0
1972-12-12T07:42:00.000Z,262.08497,TG22B,234,0
1972-12-12T07:48:17.000Z,261.29999,TC23,67,0
1972-12-12T07:48:17.000Z,264.09998,TC22,15,0
1972-12-12T07:49:18.000Z,261.98949,TG22A,186,0
1972-12-12T07:49:18.000Z,261.87049,TG22B,234,0
1972-12-12T07:55:35.000Z,263.09998,TC23,67,0
1972-12-12T07:55:35.000Z,265.0,TC22,15,0
1972-12-12T07:56:32.000Z,261.80498,TG22B,234,0
1972-12-12T07:56:32.000Z,261.89498,TG22A,186,0
1972-12-12T08:02:49.000Z,262.5,TC22,15,0
1972-12-12T08:02:49.000Z,263.89996,TC23,67,0
1972-12-12T08:03:46.000Z,261.66194,TG22A,186,0
1972-12-12T08:03:46.000Z,261.59794,TG22B,234,0
1972-12-12T08:10:03.000Z,263.29999,TC23,67,0
1972-12-12T08:10:03.000Z,267.09998,TC22,15,0
1972-12-12T08:11:01.000Z,261.53946,TG22A,186,0
1972-12-12T08:11:01.000Z,261.50046,TG22B,234,0
1972-12-12T08:17:17.000Z,263.0,TC22,15,0
1972-12-12T08:17:17.000Z,262.5,TC23,67,0
1972-12-12T08:18:15.000Z,261.41797,TG22A,186,0
1972-12-12T08:18:15.000Z,261.40197,TG22B,234,0
1972-12-12T08:24:32.000Z,262.19995,TC23,67,0
1972-12-12T08:24:32.000Z,264.29999,TC22,15,0
1972-12-12T08:25:29.000Z,261.33246,TG22B,234,0
1972-12-12T08:25:29.000Z,261.32746,TG22A,186,0
1972-12-12T08:31:46.000Z,263.39996,TC22,15,0
1972-12-12T08:31:46.000Z,262.79999,TC23,67,0
